cliente_id,nome,idade,genero,endereco,telefone,cep,data_registro
176,Miguel Cunha,34,Feminino,"Esplanada Natália Souza, 31 Independência 30005-537 Novaes / PA",(071) 4650 4698,67448211,2024-07-23
177,Henrique da Cruz,30,Masculino,Viaduto de Aragão Santa Rita De Cássia 63917651 das Neves de Araújo / PI,61 3098-8925,91775696,2024-07-14
178,Dr. Igor Cardoso,61,Masculino,"Loteamento de Campos, 89 Prado 82692974 Azevedo / PA",41 2616 8554,02648-963,2023-05-24
179,Benjamin Cardoso,54,Masculino,Via de da Mata Xangri-Lá 22639434 Souza / RR,(051) 6996 8939,82194-956,2024-08-06
180,Alexandre Santos,74,Masculino,"Recanto Souza, 1 Guarani 93483668 Lopes / MG",21 9289 6663,51188-549,2023-10-25
181,Eloah Campos,21,Feminino,"Recanto Carvalho, 1 Novo Das Industrias 65766-432 Pereira / RJ",+55 (031) 6097-1990,64989-140,2022-10-22
182,Alexia Pinto,34,Feminino,"Estação de Vieira, 541 Santa Maria 93484761 Martins / PI",(041) 8363-5473,10831170,2023-08-20
183,Sabrina Almeida,64,Masculino,"Loteamento de Gomes, 61 Vila Trinta E Um De Março 94411014 Martins da Prata / AP",+55 11 3321 7805,40378104,2021-10-01
184,Luiz Otávio Oliveira,29,Feminino,"Praia Sophie Santos, 21 Serrano 90991000 Correia / RO",(071) 9425 4476,85885166,2020-11-23
185,Vitor Gabriel Pereira,80,Feminino,"Pátio Alves, 44 Cônego Pinheiro 2ª Seção 51066-643 Cunha dos Dourados / DF",41 4734 9315,97333110,2022-08-18
186,Thomas Duarte,53,Feminino,"Alameda de Cardoso, 857 Conjunto Lagoa 24753-879 Moura / AC",+55 (031) 9409-1617,44566-320,2022-06-12
187,Davi Lucas da Cunha,40,Feminino,"Trecho Bárbara Porto, 58 Jatobá 84496102 Jesus / AC",+55 (031) 5749-9735,27257-119,2022-05-24
188,Ana Júlia Ribeiro,75,Masculino,"Estrada Fogaça, 956 Alto Caiçaras 31015-945 Fernandes / MA",+55 71 2975-9058,64869020,2024-10-18
189,Fernanda da Mota,23,Feminino,"Fazenda Oliveira, 43 Santa Helena 24134709 Silva / RS",81 4072 8097,28785131,2023-05-23
190,Amanda Dias,74,Feminino,"Conjunto de Barros, 70 São Salvador 52941-229 da Rosa / DF",(084) 5264 8338,32652140,2024-12-30
191,Luiz Miguel Ferreira,62,Masculino,"Sítio Costa, 97 Boa União 2ª Seção 65033284 Santos / AP",(031) 3285-7365,76137-414,2024-08-14
192,Maria Eduarda Mendes,73,Feminino,Condomínio Rafaela Fogaça Bela Vitoria 37969666 da Cunha / CE,+55 71 7495-8718,32699-265,2022-05-13
193,Alexia Pereira,59,Feminino,"Lagoa de Gomes, 758 Nossa Senhora Da Conceição 84157680 Santos / MS",+55 (061) 6132-7259,15357-700,2020-01-26
194,Marcos Vinicius Azevedo,30,Masculino,"Largo da Rosa, 94 Delta 70203-592 Barbosa do Galho / PB",11 0363 8095,70203232,2020-12-27
195,João Pereira,80,Feminino,"Conjunto de Cardoso, 62 Dom Silverio 13565392 Ferreira da Serra / SC",+55 (061) 0123-8657,53499432,2021-04-17
196,Lucas da Cruz,26,Masculino,Passarela Santos Vila Antena 70825811 Sales / RS,61 5025 7240,23984-965,2022-12-16
197,Bernardo Barbosa,52,Masculino,"Parque Miguel Monteiro, 29 Flavio Marques Lisboa 12682-169 Porto do Galho / RJ",+55 11 5050 2648,23427-399,2021-09-06
198,Kaique da Rocha,24,Feminino,"Distrito Arthur Cavalcanti, 8 Vila Real 2ª Seção 65159-565 Fernandes Verde / BA",61 3058 6594,72089256,2024-11-11
199,Brenda Ferreira,72,Masculino,"Chácara de Castro, 86 Barão Homem De Melo 3ª Seção 67348-454 Ferreira / PA",51 7494 6126,70757417,2024-01-09
200,Vinicius Pinto,77,Feminino,Fazenda de Carvalho São Gonçalo 54297-191 Nascimento da Serra / RJ,+55 (021) 0802 5300,27144277,2024-05-03
201,Cauã da Rocha,64,Feminino,"Estação Yuri da Paz, 20 Granja De Freitas 56889467 Oliveira / RR",+55 84 0582 8081,40348097,2023-11-15
202,Catarina Correia,68,Masculino,"Conjunto Francisco Nascimento, 912 Cachoeirinha 28876546 da Rocha do Amparo / MS",(011) 0592-4914,57320-039,2024-01-26
203,Raquel Porto,63,Masculino,"Avenida Lima, 259 Coração De Jesus 55159-126 Moraes Verde / RJ",11 0067-8084,15041-516,2023-09-20
204,Vinicius Caldeira,20,Feminino,"Rua de Nunes, 68 Gameleira 21944-619 Nascimento / AP",41 8444-1746,07686475,2022-04-08
205,Brenda da Mota,51,Feminino,Praia Oliveira Acaiaca 03202-110 Rocha de Cavalcanti / TO,(041) 3057-8514,96439-432,2022-12-18
206,Calebe Gomes,22,Masculino,"Vila Silveira, 96 São Geraldo 78786054 Araújo de da Luz / AM",+55 (061) 2712-7711,99459032,2021-10-26
207,Vitor Gabriel Santos,51,Feminino,"Vale de Campos, 26 Marieta 3ª Seção 55862-122 Porto de Lima / PE",+55 84 9878 7394,38108366,2020-12-10
208,Noah Rocha,57,Masculino,"Morro Cardoso, 7 Jardim Guanabara 01873574 Costa da Prata / RR",+55 (061) 1942 7614,82100-771,2020-10-19
209,Laís da Cruz,38,Masculino,"Fazenda de Vieira, 3 Nova Pampulha 20956309 Campos dos Dourados / RN",+55 81 2834 0739,50841-390,2021-12-12
210,João Felipe Oliveira,43,Masculino,"Condomínio Fogaça, 926 Aeroporto 50296-190 Ribeiro do Oeste / MA",(071) 3945 4743,53314278,2022-03-13
211,Caio Melo,41,Masculino,"Avenida Campos, 26 Vila Canto Do Sabiá 55918-440 Monteiro / SP",+55 21 9639-1976,22252-458,2023-01-07
212,Ana Vitória Pereira,66,Masculino,"Passarela Cunha, 8 Vila União 13094872 Azevedo da Praia / ES",+55 (061) 8549 9691,09614298,2024-07-04
213,Ana Lívia Pinto,18,Feminino,"Praça Araújo, 29 Andiroba 53277-444 Ramos / PA",71 9642 6310,97740849,2020-01-26
214,Srta. Bruna Campos,70,Feminino,"Esplanada Moreira, 62 Frei Leopoldo 22719-043 Martins de Barbosa / AM",51 6953 4325,46645-588,2022-03-30
215,Kamilly da Luz,40,Masculino,"Jardim Heloísa Pinto, 75 Penha 78168110 Ribeiro / MS",21 3874 5737,39556124,2020-08-15
216,Heitor Ribeiro,25,Feminino,"Pátio da Cunha, 72 Vila Coqueiral 22822-592 Cardoso / AP",(011) 8569-7994,57889-428,2021-09-15
217,Srta. Marina da Cruz,80,Masculino,"Morro Alice da Cruz, 2 Vila Piratininga 50196855 Freitas / MT",+55 (061) 4990 3864,94403445,2021-02-13
218,Thiago Viana,57,Feminino,"Lago Eduardo da Rosa, 47 Marilandia 63791-659 Cardoso / AL",+55 (051) 2497 0946,54794-364,2024-05-09
219,Ana Sophia Nunes,29,Masculino,Esplanada Emilly Monteiro Inconfidência 53477-612 Freitas / PA,+55 (071) 6582 9852,78424115,2024-01-13
220,Enzo Souza,74,Masculino,Passarela de Oliveira Santa Maria 13255594 Araújo / PB,71 2491 7589,79089-367,2021-11-27
221,Davi Lucca da Luz,72,Masculino,"Área Marina da Mata, 14 Aparecida 7ª Seção 68826206 Pires / PA",71 3219 0321,60495988,2024-04-27
222,Antônio Lima,34,Masculino,"Favela Gomes, 630 Boa União 1ª Seção 75900-908 Araújo da Prata / RJ",11 7028-2651,01240579,2022-01-31
223,Luiz Felipe Pires,45,Feminino,"Sítio Enzo das Neves, 4 Etelvina Carneiro 68695-831 Moura do Galho / RS",71 8058-9586,40439-904,2025-01-04
224,Thiago Campos,60,Feminino,"Alameda Lima, 55 São Bernardo 42229864 Martins / PE",(021) 4527-2281,09679631,2021-02-01
225,Pedro Henrique Sales,40,Feminino,"Parque Clarice Pires, 929 Vila Oeste 21921917 da Conceição / AL",+55 (051) 7237-4602,82415253,2022-07-02
226,Sophia da Luz,39,Masculino,"Condomínio Laura Fogaça, 243 Santa Rita 42409-234 Almeida / RN",+55 (081) 2082-6453,38973-343,2022-08-27
227,Dra. Ana Vitória Sales,64,Feminino,"Praça de Pinto, 302 Lagoinha Leblon 20346-713 Aragão de Mendes / PA",+55 11 4033 1452,65761-158,2025-02-11
228,Ana Mendes,63,Masculino,"Pátio de Melo, 62 Castanheira 78709-760 Silveira do Sul / PA",+55 31 3432 3773,86320186,2020-06-23
229,Gabrielly da Cunha,70,Feminino,"Quadra Caldeira, 7 Itapoa 88100920 Porto Grande / RJ",(011) 3564-8768,18317-784,2024-06-18
230,João Lucas Duarte,56,Masculino,Viaduto de Mendes Jardim Vitoria 03824503 Lopes do Amparo / AP,81 6425 9223,24452-833,2020-12-31
231,Juan Freitas,40,Masculino,"Viaduto de Pereira, 17 Santa Monica 84798720 Oliveira da Mata / DF",51 8719 8045,63530-034,2023-12-29
232,Cauã Nogueira,38,Feminino,Ladeira Nascimento Estrela 12202833 Castro / DF,+55 11 0507 4340,45229620,2020-08-15
233,Srta. Eduarda Porto,55,Feminino,"Fazenda Isabel da Paz, 40 Vila Formosa 73401-986 Fogaça do Norte / PR",+55 (041) 6552-6519,70460138,2021-04-21
234,Giovanna Teixeira,72,Feminino,Avenida Sarah Aragão Santa Lúcia 14924-095 Rocha / SP,+55 21 5066 0108,78347-794,2020-05-30
235,Luiz Gustavo Barbosa,64,Feminino,"Lago de Mendes, 311 Morro Dos Macacos 30446070 Barbosa de Viana / PR",+55 51 9703 2816,75119053,2023-02-20
236,Natália Barbosa,57,Masculino,"Viaduto de da Cunha, 10 Vila São Rafael 90435-774 da Luz / RR",+55 (041) 7159 5352,85686550,2024-05-01
237,Dra. Emanuella Novaes,66,Feminino,"Morro Guilherme Ribeiro, 642 Cônego Pinheiro 1ª Seção 15877372 Caldeira / ES",51 0458 1466,44786-407,2022-08-09
238,Davi Lucas Caldeira,44,Feminino,"Esplanada de Ribeiro, 28 Vila Nova 21203-692 Moura / MT",+55 84 2681-7655,73631-181,2020-01-11
239,Pedro Henrique da Conceição,50,Masculino,"Morro Vieira, 80 Cidade Jardim Taquaril 79118-338 Martins / AM",61 8821-3698,69116-128,2024-01-14
240,Luiz Henrique Alves,77,Masculino,Praça Vicente Santos Cônego Pinheiro 2ª Seção 74829702 Correia / AL,84 4483 3084,42239462,2022-06-17
241,Anthony da Luz,22,Masculino,"Núcleo de da Conceição, 29 Vila Nova Paraíso 23711178 da Costa de Duarte / MS",81 0898 3556,21767-587,2021-05-06
242,Sr. Erick Oliveira,40,Masculino,"Parque Ana Lívia Correia, 777 São Lucas 04963-001 Lopes / SE",+55 84 1579-3189,05227-311,2021-08-27
243,Esther Duarte,39,Feminino,"Vereda de Santos, 4 Boa União 2ª Seção 25535-634 Pereira da Mata / MA",31 7722 7565,62640-360,2021-09-17
244,Felipe Barbosa,56,Feminino,"Núcleo Cardoso, 12 Maria Helena 02855-683 Vieira / CE",0800 532 3718,39949953,2020-03-27
245,Carlos Eduardo Martins,24,Masculino,"Vale Ramos, 57 Vitoria 92597327 Porto dos Dourados / RN",(011) 1707 6319,26975693,2021-01-23
246,Ana Luiza Souza,64,Feminino,"Residencial Augusto Caldeira, 82 Nova Pampulha 11289041 Costa / AM",+55 (061) 4493 1371,00652-653,2021-04-20
247,Matheus Cavalcanti,67,Feminino,"Estrada Ramos, 4 Marieta 1ª Seção 43268350 Fogaça de Silva / SP",84 7334-5322,68745-534,2023-07-20
248,Fernando Aragão,57,Masculino,"Vale de Pereira, 912 Boa União 2ª Seção 90307678 da Cruz Paulista / DF",(081) 7481-4251,76995-791,2023-10-19
249,Cauã Viana,74,Masculino,Viela de Porto Vila Boa Vista 62930882 Novaes / AL,+55 (084) 4224 0913,26051739,2020-06-24
250,Leandro Ramos,55,Feminino,"Núcleo de Nascimento, 6 Vila Maria 68330354 Barros de Nunes / SE",+55 61 8738 3949,31685008,2022-12-24
251,Henrique Caldeira,75,Feminino,"Largo Ana Sophia Pereira, 6 Araguaia 48339752 Barbosa / SE",(084) 9289-9768,00761-201,2021-09-17
252,Maria Julia Ribeiro,72,Feminino,"Estação Pinto, 84 Vila União 90865-217 Farias de Goiás / RN",71 8343 1709,38468320,2023-02-18
253,Letícia Rezende,47,Masculino,"Área da Paz, 1 Paulo Vi 17522-729 Pinto / PI",61 3121-3961,02378-620,2021-08-10
254,Eduardo Oliveira,19,Masculino,"Ladeira Luiz Miguel Aragão, 192 Vila Aeroporto Jaraguá 48747265 Lopes / MT",(051) 1889-6658,20473-692,2021-09-16
255,Erick Lima,80,Masculino,"Largo Sales, 982 Vila Aeroporto Jaraguá 75525-595 Viana / SP",(081) 5171-3650,02668-602,2024-01-09
256,Isis Costela,63,Masculino,"Trevo Duarte, 538 Casa Branca 70699-973 Lopes / RR",0800 369 9834,09077549,2020-11-02
257,Luna Nogueira,22,Feminino,"Lagoa Heloísa Pires, 37 Nazare 60994-029 Alves / SE",84 9208-3822,55699565,2024-08-08
258,Vicente da Cruz,31,Masculino,"Morro de Caldeira, 95 Vila Puc 67792-616 Mendes do Campo / DF",+55 84 0416-4822,56119-498,2022-10-18
259,Paulo Monteiro,18,Feminino,"Loteamento Oliveira, 48 Conjunto Celso Machado 21607-234 Fogaça do Norte / MT",+55 41 5546 4345,56199-292,2024-05-19
260,Eloah Fernandes,67,Feminino,"Aeroporto de Jesus, 17 Ouro Preto 82314676 Martins do Oeste / MG",+55 84 6607-2777,53706589,2022-12-16
261,Luigi Costela,37,Masculino,"Vila de Araújo, 59 Vila União 16972339 Viana / TO",(084) 2103 7915,13749-292,2020-10-26
262,Pedro Henrique Moraes,66,Masculino,"Rua Augusto Moraes, 38 Itatiaia 66665-542 Jesus Alegre / BA",+55 51 9844 9109,01680301,2021-04-11
263,Vitor Gabriel Peixoto,55,Masculino,"Fazenda Sabrina Moura, 52 Vila Santo Antônio 14418943 da Paz / DF",+55 61 8065-2188,14574-064,2020-08-25
264,Raul Monteiro,60,Masculino,"Rodovia de da Conceição, 212 Silveira 90977201 da Cunha do Norte / DF",81 0403 3100,00942-616,2024-02-14
265,Raquel Castro,45,Masculino,Praça Aragão Vila São Dimas 86597307 Azevedo / BA,0500-107-5250,79889-916,2025-03-12
266,Alícia da Costa,43,Feminino,"Trecho de Campos, 37 Boa União 1ª Seção 55418-106 Sales / RO",(084) 1199-5889,58216-376,2021-03-29
267,Dra. Luana Peixoto,64,Feminino,"Vale Beatriz Pereira, 33 Jardim Atlântico 11384-459 Costela / MT",(071) 9796 9031,25325-065,2022-11-22
268,Amanda Pereira,25,Feminino,Lago de Araújo Nova Pampulha 75915634 Cardoso / AM,+55 81 9090-8328,29906350,2022-03-18
269,Dr. Juan Almeida,44,Feminino,"Fazenda Castro, 249 Pedreira Padro Lopes 64049906 Campos do Campo / TO",(071) 3331-5291,98886710,2023-09-05
270,Ana Vitória da Costa,32,Masculino,"Via Moura, 1 São Bernardo 99912398 Carvalho / MG",41 7973 4010,67981670,2024-08-18
271,Valentina Caldeira,28,Feminino,"Rodovia Souza, 87 Vila Jardim São José 14739-107 Caldeira de Goiás / CE",61 7969 0863,95098-886,2020-08-06
272,Vitor Silveira,18,Feminino,"Rodovia de Lima, 3 Vila São Paulo 57796-105 Caldeira / CE",+55 51 2419 6889,39946578,2024-05-31
273,Dr. Luigi Mendes,24,Masculino,"Rodovia Joaquim Cunha, 1 Vila São João Batista 52036983 Martins dos Dourados / PB",(041) 5983-6175,98377325,2020-03-31
274,Alexandre Gomes,65,Feminino,"Trecho Maria Alice Araújo, 538 Cônego Pinheiro 1ª Seção 53158611 Rezende / RN",+55 (031) 5792 6930,57966139,2023-12-05
275,Ana Carolina Ribeiro,70,Feminino,"Via Silva, 73 Marieta 1ª Seção 56281500 Teixeira / PI",51 5506 1406,55666-469,2021-08-25
276,Elisa Teixeira,22,Masculino,"Avenida André Castro, 4 Conjunto Celso Machado 03774-683 da Conceição de da Cruz / CE",(011) 1570-5913,16518767,2024-12-01
277,Theo Freitas,72,Feminino,"Setor da Cunha, 61 Pindura Saia 40341-373 Viana da Mata / RJ",+55 (071) 1544 9580,21584842,2023-01-14
278,Alexia Barros,57,Feminino,"Núcleo Maria Nogueira, 187 Vila Madre Gertrudes 2ª Seção 76644217 Gomes / PA",+55 51 3282 2276,08658-947,2022-10-25
279,Sr. Noah Alves,74,Feminino,"Condomínio de da Mata, 5 Marajó 95549-428 Viana dos Dourados / PI",+55 31 6626 6845,61589-256,2021-11-12
280,Fernando Barbosa,41,Feminino,Núcleo Carvalho Ademar Maldonado 25855-832 das Neves da Mata / MT,+55 (061) 4475-8265,95819-602,2024-11-12
281,Sarah Araújo,25,Feminino,"Rua Maitê Moreira, 62 Castanheira 71436-940 Pires de Minas / CE",+55 71 0393 0195,25863714,2024-01-23
282,Sr. Guilherme Araújo,27,Masculino,Condomínio de Martins Senhor Dos Passos 11758-344 Monteiro do Galho / RR,21 9168-5190,95709323,2021-01-15
283,Pietro Cunha,38,Masculino,"Avenida Aragão, 34 Pompéia 17915-642 Jesus dos Dourados / CE",21 5057 1024,87917-319,2023-02-27
284,Anthony Cavalcanti,65,Masculino,"Vereda de Duarte, 78 Trevo 08525836 Viana / DF",(081) 7704-4325,77671361,2025-01-23
285,Ana Lívia Rezende,42,Feminino,Parque Ribeiro Tupi A 84860-300 da Paz / AP,+55 (061) 7857-3146,43979874,2021-07-14
286,Vitor Gabriel Cunha,34,Masculino,"Travessa Monteiro, 78 Ribeiro De Abreu 95946219 Barbosa da Praia / MS",(084) 7424-4026,63562-839,2022-11-14
287,Srta. Maria Luiza Dias,32,Masculino,"Rua de Rocha, 99 Vila União 79549-130 das Neves da Mata / CE",81 5576 7600,54754-731,2022-04-24
288,Sr. Benício da Mata,55,Feminino,Chácara de das Neves Vila Ipiranga 67623-491 Viana / ES,81 1151-0840,67064-327,2020-01-20
289,Alexia Souza,40,Feminino,"Campo de Nascimento, 62 Vila Rica 75201463 Souza da Serra / ES",(041) 7573-1766,03177-789,2022-07-24
290,Benício Costa,26,Masculino,"Rodovia de Barbosa, 42 Tupi B 14566066 Dias das Pedras / DF",+55 31 8910-9281,11688493,2020-04-26
291,Luiz Felipe Cavalcanti,58,Masculino,Feira de Rezende Vila Jardim Leblon 49309036 Costa de Alves / PA,0300 570 0163,80323317,2024-08-29
292,Yuri Araújo,41,Masculino,"Via Sales, 44 Santo André 51449-984 Caldeira Paulista / AC",+55 (021) 2005-1511,14479588,2021-12-30
293,Brenda Carvalho,67,Masculino,Residencial Levi Moreira Boa União 1ª Seção 59135-298 Rezende dos Dourados / DF,21 7036 9183,30690-783,2024-01-27
294,Srta. Vitória Ramos,41,Masculino,"Favela de Martins, 208 São Salvador 15499-659 da Paz / CE",41 2098 5343,99806-903,2024-02-24
295,Lara Cardoso,65,Feminino,"Morro de Barros, 13 Vila Madre Gertrudes 3ª Seção 39869-450 Caldeira de Barbosa / MA",(051) 7401 4606,74309-937,2024-09-27
296,Pietra Ferreira,21,Masculino,"Sítio de Nogueira, 38 Ipe 44524-023 Pires / RJ",(021) 7723 2579,81604115,2021-03-31
297,Luiz Felipe Rodrigues,46,Feminino,"Passarela de Melo, 34 João Alfredo 83452118 Costa de Goiás / PE",+55 11 8929 3641,47799-532,2020-07-04
298,Dr. Danilo Sales,28,Feminino,"Alameda de Aragão, 28 Conjunto Celso Machado 68467542 Costela do Galho / RS",+55 (011) 9284-2685,62290-868,2021-12-21
299,Lucas Gabriel Cunha,39,Masculino,Setor de Ramos Conjunto Jatoba 45228487 Freitas / PE,0800 168 3736,16713-887,2022-09-28
300,João Gabriel Mendes,22,Feminino,Área de Porto Suzana 14448859 Pires / TO,31 6858 3631,00598-507,2020-06-02
301,Srta. Isadora Nogueira,43,Masculino,"Lago de Moraes, 59 Marajó 74242708 Pinto / SP",+55 (061) 5298 4552,74288-363,2022-06-11
302,João Gabriel Cardoso,78,Masculino,"Pátio Barros, 39 Satelite 57780023 Moreira / TO",(051) 8736-9544,44580699,2024-10-02
303,Dr. João Lucas Cunha,55,Masculino,"Campo Carolina Pires, 506 Palmares 34010-321 Ramos da Praia / AM",(071) 4655 5585,89293805,2020-07-05
304,Pietra Costa,72,Masculino,"Loteamento de Cavalcanti, 62 Santa Lúcia 60887864 Cardoso de Souza / DF",+55 (011) 8301-8758,38556-902,2022-03-01
305,Sr. Pedro Lucas da Cunha,41,Masculino,"Setor de da Costa, 13 São Bento 29038837 Peixoto / SP",+55 (071) 8310 5272,46376-824,2022-10-06
306,Marcos Vinicius Gomes,34,Masculino,"Estrada Ana Vitória Nogueira, 89 Vila De Sá 77671829 Almeida da Praia / RO",81 5812-5195,85375607,2020-11-09
307,Felipe Cavalcanti,77,Feminino,"Largo de Jesus, 76 União 68597-557 da Mota dos Dourados / CE",+55 84 9681 0811,54304-017,2021-07-17
308,João Felipe Rocha,37,Feminino,"Avenida de Silveira, 405 Califórnia 79780-255 da Conceição / RS",31 4704-7860,77282-799,2021-01-19
309,Alice Carvalho,71,Feminino,"Praia de Barbosa, 735 Luxemburgo 25745-272 Souza de da Cunha / AL",11 8327-2057,49149173,2021-08-08
310,Srta. Alexia Vieira,25,Masculino,"Residencial Nathan Lopes, 975 Cenaculo 01112-831 Oliveira de Santos / SC",0500-222-7514,92685-366,2023-06-12
311,Fernanda Castro,60,Feminino,"Estação Cavalcanti, 91 Dona Clara 65791-207 Mendes / PA",+55 (084) 7107 4937,29425162,2020-09-07
312,Eduardo da Mata,49,Feminino,"Avenida Noah Novaes, 1 Penha 46889744 Silva / SC",81 4374 9460,93881-170,2020-08-18
313,Sra. Kamilly Fogaça,60,Masculino,Fazenda Ramos Sport Club 36659467 Pereira Paulista / PR,+55 (061) 5554 2653,97183-802,2023-08-27
314,Diogo Castro,66,Masculino,"Estrada da Paz, 9 Caiçaras 14466867 Cardoso / BA",(041) 0330 6961,26661-674,2024-05-06
315,Cauã Rocha,73,Feminino,"Chácara Sales, 50 Colégio Batista 47977-904 Barros / PA",+55 31 3211-7449,69960-747,2024-04-19
316,Ana Vitória Carvalho,50,Masculino,"Feira de Nogueira, 94 Universitário 84631621 Azevedo / PI",(071) 2204-8835,04492-127,2020-07-23
317,Sabrina Santos,44,Feminino,Favela Lucca da Luz Conjunto Bonsucesso 75682714 Barros de Cunha / AL,31 8648-9725,49123120,2022-01-26
318,João Miguel Jesus,72,Feminino,Estação Emanuella da Mata Vila Piratininga Venda Nova 89372586 Jesus / PE,+55 84 4312 4725,29447-220,2022-01-16
319,Carlos Eduardo Lima,33,Masculino,"Trecho Lucas Gabriel Lopes, 794 Engenho Nogueira 68280-194 Martins Grande / PE",(061) 7152-7568,25413434,2021-12-18
320,Luiz Henrique Lima,71,Feminino,"Feira Moreira, 63 São Jorge 1ª Seção 62625-815 Almeida da Prata / PI",(051) 7895 6170,11129-741,2024-01-15
321,Elisa Cardoso,27,Masculino,"Rua João Vitor Oliveira, 35 Mariquinhas 74531-668 da Luz de Barbosa / SP",(021) 3823 8220,48700292,2022-12-13
322,Dr. Eduardo Nascimento,31,Masculino,"Vereda de Melo, 3 Maria Virgínia 46545999 Barros de Minas / PA",+55 71 9481 4478,29446-792,2021-05-29
323,Luigi Nascimento,73,Masculino,"Trecho João Barbosa, 72 Senhor Dos Passos 06116088 Farias / SP",0900-385-7958,25527654,2021-03-05
324,Miguel Alves,69,Masculino,"Alameda Barros, 10 Ademar Maldonado 00323-969 Carvalho da Praia / MT",(021) 0668 0295,80343867,2023-05-21
325,João Pedro Nogueira,24,Feminino,"Parque Cardoso, 20 Vila De Sá 46717-945 Castro / PE",+55 (031) 2174-6281,29582866,2021-03-09
326,Dr. Leonardo da Mota,78,Masculino,"Morro de da Paz, 96 Vila Aeroporto Jaraguá 19992040 Vieira / PB",+55 (041) 0131-0753,07250001,2023-01-30
327,Renan Moraes,76,Masculino,Esplanada Marcelo Rezende Ápia 70219-631 da Cunha da Serra / AC,11 4199 1271,62103790,2020-06-01
328,Dra. Lavínia Ramos,67,Masculino,"Viaduto de Ramos, 6 Marmiteiros 23246-684 Duarte / CE",0300 548 4170,60380278,2020-10-07
329,Dr. Murilo Costa,51,Feminino,"Setor de Peixoto, 17 Vila Coqueiral 63644263 Almeida Grande / SE",+55 51 3099 6850,28044317,2024-03-26
330,Emanuelly Alves,36,Feminino,"Aeroporto de Teixeira, 3 Ernesto Nascimento 80216422 Correia de Goiás / AM",+55 (021) 3847 1143,02629594,2024-12-05
331,Augusto Nascimento,22,Feminino,"Núcleo Maitê Carvalho, 77 Santa Margarida 80333-080 Lopes / CE",51 7241 9935,33709-484,2020-04-17
332,Dr. Luiz Fernando Moura,64,Feminino,"Pátio de Campos, 56 Vila São Dimas 62448046 Cunha do Norte / SP",+55 71 3870-6464,20620-911,2021-08-25
333,Davi Lucas Carvalho,53,Feminino,"Campo de Duarte, 8 Estoril 50204-898 Aragão da Praia / DF",31 6178 8370,65532038,2023-12-31
334,Eduardo Teixeira,60,Masculino,"Jardim Barros, 82 Vila Atila De Paiva 07905-871 Alves / SP",(051) 8560-0754,54430-028,2025-01-22
335,Pedro Lucas Viana,20,Feminino,"Esplanada Cunha, 65 Senhor Dos Passos 22682-321 Correia / GO",+55 (081) 3157-5750,84208319,2022-07-17
336,Murilo Costa,62,Masculino,"Avenida Nunes, 41 Goiania 10161-824 Rodrigues de Barros / AM",61 8231 2706,78993-027,2021-04-03
337,Miguel Araújo,41,Masculino,"Praia de Rezende, 125 Santa Tereza 90424804 da Rosa / RJ",11 6754 9756,60144875,2023-08-26
338,Leonardo Almeida,35,Feminino,"Pátio Cardoso, 750 Santa Helena 21181-840 Ferreira Verde / PR",+55 21 7556-5511,91117009,2021-11-18
339,Fernanda Dias,73,Feminino,"Área de Campos, 63 Vila São Gabriel Jacui 55004617 Moraes / AL",(031) 3025-0676,28257817,2023-02-25
340,Dr. Benjamin Correia,71,Feminino,"Trecho Nascimento, 39 Vila Jardim Alvorada 10218-816 da Conceição de Peixoto / PA",+55 31 8264-3657,61845698,2020-10-23
341,Yuri Costa,38,Feminino,Recanto Diogo Ramos Conjunto Taquaril 32654-099 Freitas / SC,+55 (084) 3437 9362,13392-775,2023-04-02
342,Benício Porto,41,Feminino,Trevo de da Paz Santa Efigênia 60445996 Melo / BA,+55 (061) 5914 2058,34730030,2022-03-29
343,Vitória Viana,60,Masculino,"Esplanada de da Luz, 71 Monsenhor Messias 97141-077 Sales de Novaes / AC",+55 (071) 0549 6206,12260028,2020-07-15
344,Mariana Castro,20,Masculino,"Sítio Silveira, 99 Vila Das Oliveiras 25692-163 Cardoso das Flores / PI",41 0380 8948,15066-229,2020-03-20
345,Ryan Peixoto,56,Masculino,"Jardim de Silva, 61 Corumbiara 39849180 Pereira de Vieira / RJ",+55 71 8520-3827,12479442,2023-04-09
346,Luana Castro,75,Feminino,Via de Araújo Jonas Veiga 84131-979 Gonçalves de da Paz / AL,+55 (084) 4153 0712,12717474,2023-06-21
347,Srta. Larissa Silveira,59,Masculino,"Setor Peixoto, 360 Estrela 18512-534 Fogaça da Praia / SP",(021) 6683 3708,17370112,2023-08-23
348,Theo da Mota,37,Masculino,"Aeroporto de Novaes, 66 União 54991088 Mendes / BA",(021) 7068-1506,72574-506,2024-07-20
349,Luiz Gustavo da Costa,63,Feminino,Pátio Nunes Vila Piratininga 04938-522 Alves / RR,41 8574-0233,63912418,2024-08-01
350,Ana Laura Aragão,69,Feminino,Parque das Neves Europa 13268150 Barbosa / RR,+55 (021) 7310 1196,09242-747,2022-10-30
351,Dra. Melissa Correia,70,Feminino,"Morro de Costa, 59 Mineirão 37202-566 Almeida de Fernandes / SE",(021) 9757 9382,57939-560,2022-11-17
352,Marcos Vinicius Ramos,18,Feminino,"Estrada de Castro, 342 Lorena 82087193 Castro / TO",0300 059 3006,37890-050,2021-10-20
